Goods code;Add code;Order No.;Origin;Measure type;Excluded country code;Origin code;Meas. type code;Excluded country
0304540000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304540000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304540000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304550000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304550000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304550000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304550000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304550000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304550000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304550000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304550000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304560000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304560000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304560000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304560000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304560000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304560000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304560000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304560000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304561000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304562000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304563000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304569000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304570000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304570000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304570000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304570000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304570000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304570000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304570000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304570000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304570000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304590000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304590000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304590000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304590000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304590000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304590000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304590000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304590000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304595000;;090006;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304595000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599010;;090006;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599020;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599030;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599035;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599040;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599045;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599050;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599055;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599065;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304599090;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304610000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304610000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304610000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304610000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304610000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304610000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304610000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304610000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304610000;;;European Economic Area;Tariff preference;Liechtenstein;2012;142;LI
0304610010;;092515;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304610010;;092515;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304620000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304620000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304620000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304620000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304620000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304620000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304620000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304620000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304620000;;;European Economic Area;Tariff preference;Liechtenstein;2012;142;LI
0304630000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304630000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304630000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304630000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304630000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304630000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304630000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304630000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304630000;;;European Economic Area;Tariff preference;Liechtenstein;2012;142;LI
0304690000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304690000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304690000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304690000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304690000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304690000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304690000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304690000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304690010;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304690090;;;European Economic Area;Tariff preference;Liechtenstein;2012;142;LI
0304710000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304710000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304710000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304710000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304710000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304710000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304710000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304710000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304710000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304711010;;092776;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304711010;;092776;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304719010;;092776;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304719010;;092776;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304720000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304720000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304720000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304720000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304720000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304720000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304720000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304720000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304720000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304730000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304730000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304730000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304730000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304730000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304730000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304730000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304730000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
