Goods code;Add code;Order No.;Origin code;Meas. type code;Meas. cond;Sequence;Certificate;Cond. amount;Mon. unit;Meas. unit;Meas. unit qual;Meas. action
4201000090;;;1011;117;B;2;;;;;;07
4202110000;;;1011;117;B;1;C990;;;;;27
4202110000;;;1011;117;B;2;;;;;;07
4202111010;;090104;2301;122;C;1;A014;;;;;27
4202111010;;090104;2301;122;C;2;;;;;;07
4202119010;;090104;2301;122;C;1;A014;;;;;27
4202119010;;090104;2301;122;C;2;;;;;;07
4202120000;;;1011;117;B;1;C990;;;;;27
4202120000;;;1011;117;B;2;;;;;;07
4202129110;;090104;2301;122;C;1;A014;;;;;27
4202129110;;090104;2301;122;C;2;;;;;;07
4202129910;;090104;2301;122;C;1;A014;;;;;27
4202129910;;090104;2301;122;C;2;;;;;;07
4202190000;;;1011;117;B;1;C990;;;;;27
4202190000;;;1011;117;B;2;;;;;;07
4202199010;;090104;2301;122;C;1;A014;;;;;27
4202199010;;090104;2301;122;C;2;;;;;;07
4202210010;;090104;2301;122;C;1;A014;;;;;27
4202210010;;090104;2301;122;C;2;;;;;;07
4202229010;;090104;2301;122;C;1;A014;;;;;27
4202229010;;090104;2301;122;C;2;;;;;;07
4202310010;;090104;2301;122;C;1;A014;;;;;27
4202310010;;090104;2301;122;C;2;;;;;;07
4202329010;;090104;2301;122;C;1;A014;;;;;27
4202329010;;090104;2301;122;C;2;;;;;;07
4202390010;;090104;2301;122;C;1;A014;;;;;27
4202390010;;090104;2301;122;C;2;;;;;;07
4202911010;;090104;2301;122;C;1;A014;;;;;27
4202911010;;090104;2301;122;C;2;;;;;;07
4202918000;;;1011;117;B;1;C990;;;;;27
4202918000;;;1011;117;B;2;;;;;;07
4202918010;;090104;2301;122;C;1;A014;;;;;27
4202918010;;090104;2301;122;C;2;;;;;;07
4202921900;;;1011;117;B;1;C990;;;;;27
4202921900;;;1011;117;B;2;;;;;;07
4202929110;;090104;2301;122;C;1;A014;;;;;27
4202929110;;090104;2301;122;C;2;;;;;;07
4202929190;;;1011;117;B;1;C990;;;;;27
4202929190;;;1011;117;B;2;;;;;;07
4202929800;;;1011;117;B;1;C990;;;;;27
4202929800;;;1011;117;B;2;;;;;;07
4202929810;;090104;2301;122;C;1;A014;;;;;27
4202929810;;090104;2301;122;C;2;;;;;;07
4202990010;;090104;2301;122;C;1;A014;;;;;27
4202990010;;090104;2301;122;C;2;;;;;;07
4202990090;;;1011;117;B;1;C990;;;;;27
4202990090;;;1011;117;B;2;;;;;;07
4203100000;;;1011;117;B;1;C990;;;;;27
4203100000;;;1011;117;B;2;;;;;;07
4203290000;;;1011;117;B;1;C990;;;;;27
4203290000;;;1011;117;B;2;;;;;;07
4203300010;;090104;2301;122;C;1;A014;;;;;27
4203300010;;090104;2301;122;C;2;;;;;;07
4203400000;;;1011;117;B;1;C990;;;;;27
4203400000;;;1011;117;B;2;;;;;;07
4203400010;;090104;2301;122;C;1;A014;;;;;27
4203400010;;090104;2301;122;C;2;;;;;;07
4205000000;;;1011;117;B;1;C990;;;;;27
4205000000;;;1011;117;B;2;;;;;;07
4205000000;;;1011;119;C;1;C119;;;;;27
4205000000;;;1011;119;C;2;;;;;;07
4206000000;;;1011;117;B;1;C990;;;;;27
4206000000;;;1011;117;B;2;;;;;;07
4300000000;;;1007;142;B;1;U090;;;;;27
4300000000;;;1007;142;B;2;U091;;;;;27
4300000000;;;1007;142;B;3;;;;;;07
4300000000;;;2012;142;B;1;Y021;;;;;27
4300000000;;;2012;142;B;2;;;;;;07
4300000000;;;IL;142;Y;1;Y864;;;;;27
4300000000;;;IL;142;Y;3;;;;;;07
4302000000;;;1011;117;B;1;C990;;;;;27
4302000000;;;1011;117;B;2;;;;;;07
4302194100;;;1006;142;B;1;U088;;;;;27
4302194100;;;1006;142;B;2;;;;;;07
4302194900;;;1006;142;B;1;U088;;;;;27
4302194900;;;1006;142;B;2;;;;;;07
4302198000;;;1006;142;B;1;U088;;;;;27
4302198000;;;1006;142;B;2;;;;;;07
4302199900;;;1006;142;B;1;U088;;;;;27
4302199900;;;1006;142;B;2;;;;;;07
4302300000;;;1006;142;B;1;U088;;;;;27
4302300000;;;1006;142;B;2;;;;;;07
4303000000;;;1006;142;B;1;U088;;;;;27
4303000000;;;1006;142;B;2;;;;;;07
4303000000;;;1011;117;B;1;C990;;;;;27
4303000000;;;1011;117;B;2;;;;;;07
4304000000;;;1006;142;B;1;U088;;;;;27
4304000000;;;1006;142;B;2;;;;;;07
4400000000;;;1007;142;B;1;U090;;;;;27
4400000000;;;1007;142;B;2;U091;;;;;27
4400000000;;;1007;142;B;3;;;;;;07
4400000000;;;2012;142;B;1;Y021;;;;;27
4400000000;;;2012;142;B;2;;;;;;07
4400000000;;;IL;142;Y;1;Y864;;;;;27
4400000000;;;IL;142;Y;3;;;;;;07
4401210000;;;1011;117;B;1;C990;;;;;27
4401210000;;;1011;117;B;2;;;;;;07
4401220000;;;1011;117;B;1;C990;;;;;27
4401220000;;;1011;117;B;2;;;;;;07
4403000000;;;1011;117;B;1;C990;;;;;27
4403000000;;;1011;117;B;2;;;;;;07
4404000000;;;1011;117;B;1;C990;;;;;27
4404000000;;;1011;117;B;2;;;;;;07
4405000000;;;1011;117;B;1;C990;;;;;27
4405000000;;;1011;117;B;2;;;;;;07
4406910000;;;1011;117;B;1;C990;;;;;27
4406910000;;;1011;117;B;2;;;;;;07
4406920000;;;1011;117;B;1;C990;;;;;27
4406920000;;;1011;117;B;2;;;;;;07
4407000000;;;1011;117;B;1;C990;;;;;27
4407000000;;;1011;117;B;2;;;;;;07
4407211000;;;1006;142;B;1;U088;;;;;27
4407211000;;;1006;142;B;2;;;;;;07
4407219100;;;1006;142;B;1;U088;;;;;27
4407219100;;;1006;142;B;2;;;;;;07
4407221000;;;1006;142;B;1;U088;;;;;27
4407221000;;;1006;142;B;2;;;;;;07
4407229100;;;1006;142;B;1;U088;;;;;27
4407229100;;;1006;142;B;2;;;;;;07
4407231000;;;1006;142;B;1;U088;;;;;27
4407231000;;;1006;142;B;2;;;;;;07
4407232000;;;1006;142;B;1;U088;;;;;27
4407232000;;;1006;142;B;2;;;;;;07
4407251000;;;1006;142;B;1;U088;;;;;27
4407251000;;;1006;142;B;2;;;;;;07
4407253000;;;1006;142;B;1;U088;;;;;27
4407253000;;;1006;142;B;2;;;;;;07
4407255000;;;1006;142;B;1;U088;;;;;27
4407255000;;;1006;142;B;2;;;;;;07
4407261000;;;1006;142;B;1;U088;;;;;27
4407261000;;;1006;142;B;2;;;;;;07
4407263000;;;1006;142;B;1;U088;;;;;27
4407263000;;;1006;142;B;2;;;;;;07
4407265000;;;1006;142;B;1;U088;;;;;27
4407265000;;;1006;142;B;2;;;;;;07
4407271000;;;1006;142;B;1;U088;;;;;27
4407271000;;;1006;142;B;2;;;;;;07
4407279100;;;1006;142;B;1;U088;;;;;27
4407279100;;;1006;142;B;2;;;;;;07
4407281000;;;1006;142;B;1;U088;;;;;27
4407281000;;;1006;142;B;2;;;;;;07
4407289100;;;1006;142;B;1;U088;;;;;27
4407289100;;;1006;142;B;2;;;;;;07
4407291500;;;1006;142;B;1;U088;;;;;27
4407291500;;;1006;142;B;2;;;;;;07
4407292000;;;1006;142;B;1;U088;;;;;27
4407292000;;;1006;142;B;2;;;;;;07
4407298300;;;1006;142;B;1;U088;;;;;27
4407298300;;;1006;142;B;2;;;;;;07
4407298500;;;1006;142;B;1;U088;;;;;27
4407298500;;;1006;142;B;2;;;;;;07
4407299700;;;1006;142;B;1;U088;;;;;27
4407299700;;;1006;142;B;2;;;;;;07
4407939100;;;1006;142;B;1;U088;;;;;27
4407939100;;;1006;142;B;2;;;;;;07
4407949100;;;1006;142;B;1;U088;;;;;27
4407949100;;;1006;142;B;2;;;;;;07
4407959100;;;1006;142;B;1;U088;;;;;27
4407959100;;;1006;142;B;2;;;;;;07
4407969100;;;1006;142;B;1;U088;;;;;27
4407969100;;;1006;142;B;2;;;;;;07
4407979100;;;1006;142;B;1;U088;;;;;27
4407979100;;;1006;142;B;2;;;;;;07
4407994000;;;1006;142;B;1;U088;;;;;27
4407994000;;;1006;142;B;2;;;;;;07
4408000000;;;1006;142;B;1;U088;;;;;27
4408000000;;;1006;142;B;2;;;;;;07
4408101500;;;1011;117;B;1;C990;;;;;27
4408101500;;;1011;117;B;2;;;;;;07
4408109100;;;1011;105;B;1;N990;;;;;27
4408109100;;;1011;105;B;2;;;;;;08
4408109800;;;1011;117;B;1;C990;;;;;27
4408109800;;;1011;117;B;2;;;;;;07
4408310000;;;1011;117;B;1;C990;;;;;27
4408310000;;;1011;117;B;2;;;;;;07
4408391500;;;1011;117;B;1;C990;;;;;27
4408391500;;;1011;117;B;2;;;;;;07
4408392100;;;1011;117;B;1;C990;;;;;27
4408392100;;;1011;117;B;2;;;;;;07
4408393010;;;1011;117;B;1;C990;;;;;27
4408393010;;;1011;117;B;2;;;;;;07
4408393090;;;1011;117;B;1;C990;;;;;27
4408393090;;;1011;117;B;2;;;;;;07
4408395500;;;1011;117;B;1;C990;;;;;27
4408395500;;;1011;117;B;2;;;;;;07
4408397000;;;1011;105;B;1;N990;;;;;27
4408397000;;;1011;105;B;2;;;;;;08
4408398500;;;1011;117;B;1;C990;;;;;27
4408398500;;;1011;117;B;2;;;;;;07
4408399500;;;1011;117;B;1;C990;;;;;27
4408399500;;;1011;117;B;2;;;;;;07
4408901500;;;1011;117;B;1;C990;;;;;27
4408901500;;;1011;117;B;2;;;;;;07
4408903500;;;1011;105;B;1;N990;;;;;27
4408903500;;;1011;105;B;2;;;;;;08
4408908500;;;1011;117;B;1;C990;;;;;27
4408908500;;;1011;117;B;2;;;;;;07
4408909500;;;1011;117;B;1;C990;;;;;27
4408909500;;;1011;117;B;2;;;;;;07
4409000000;;;1011;117;B;1;C990;;;;;27
4409000000;;;1011;117;B;2;;;;;;07
4410000000;;;1006;142;B;1;U088;;;;;27
4410000000;;;1006;142;B;2;;;;;;07
4410000000;;;1011;117;B;1;C990;;;;;27
4410000000;;;1011;117;B;2;;;;;;07
4411000000;;;1006;142;B;1;U088;;;;;27
4411000000;;;1006;142;B;2;;;;;;07
4411000000;;;1011;117;B;1;C990;;;;;27
4411000000;;;1011;117;B;2;;;;;;07
4412000000;;;1006;142;B;1;U088;;;;;27
4412000000;;;1006;142;B;2;;;;;;07
4412000000;;;1011;117;B;1;C990;;;;;27
4412000000;;;1011;117;B;2;;;;;;07
4413000000;;;1011;117;B;1;C990;;;;;27
4413000000;;;1011;117;B;2;;;;;;07
4414000000;;;1006;142;B;1;U088;;;;;27
4414000000;;;1006;142;B;2;;;;;;07
4414000000;;;1011;117;B;1;C990;;;;;27
4414000000;;;1011;117;B;2;;;;;;07
4415000000;;;1006;142;B;1;U088;;;;;27
4415000000;;;1006;142;B;2;;;;;;07
4415000000;;;1011;117;B;1;C990;;;;;27
4415000000;;;1011;117;B;2;;;;;;07
4416000000;;;1011;117;B;1;C990;;;;;27
4416000000;;;1011;117;B;2;;;;;;07
4417000000;;;1011;117;B;1;C990;;;;;27
4417000000;;;1011;117;B;2;;;;;;07
4418000000;;;1011;117;B;1;C990;;;;;27
4418000000;;;1011;117;B;2;;;;;;07
4418110000;;;1006;142;B;1;U088;;;;;27
4418110000;;;1006;142;B;2;;;;;;07
4418190000;;;1006;142;B;1;U088;;;;;27
4418190000;;;1006;142;B;2;;;;;;07
4418211000;;;1006;142;B;1;U088;;;;;27
4418211000;;;1006;142;B;2;;;;;;07
4418731000;;;1006;142;B;1;U088;;;;;27
4418731000;;;1006;142;B;2;;;;;;07
4418740000;;;1006;142;B;1;U088;;;;;27
4418740000;;;1006;142;B;2;;;;;;07
4419000000;;;1011;117;B;1;C990;;;;;27
4419000000;;;1011;117;B;2;;;;;;07
4420000000;;;1011;117;B;1;C990;;;;;27
4420000000;;;1011;117;B;2;;;;;;07
4420111000;;;1006;142;B;1;U088;;;;;27
4420111000;;;1006;142;B;2;;;;;;07
4420111010;;090104;2301;122;C;1;A014;;;;;27
4420111010;;090104;2301;122;C;2;;;;;;07
4420901000;;;1006;142;B;1;U088;;;;;27
4420901000;;;1006;142;B;2;;;;;;07
4420909100;;;1006;142;B;1;U088;;;;;27
4420909100;;;1006;142;B;2;;;;;;07
4420909111;;090104;2301;122;C;1;A014;;;;;27
4420909111;;090104;2301;122;C;2;;;;;;07
4420909119;;090104;2301;122;C;1;A014;;;;;27
4420909119;;090104;2301;122;C;2;;;;;;07
4421000000;;;1011;117;B;1;C990;;;;;27
4421000000;;;1011;117;B;2;;;;;;07
4421201000;;;1006;142;B;1;U088;;;;;27
4421201000;;;1006;142;B;2;;;;;;07
4421991000;;;1006;142;B;1;U088;;;;;27
4421991000;;;1006;142;B;2;;;;;;07
4501000000;;;1011;117;B;1;C990;;;;;27
4501000000;;;1011;117;B;2;;;;;;07
4502000000;;;1011;117;B;1;C990;;;;;27
4502000000;;;1011;117;B;2;;;;;;07
4503000000;;;1006;142;B;1;U088;;;;;27
4503000000;;;1006;142;B;2;;;;;;07
4503000000;;;1007;142;B;1;U090;;;;;27
4503000000;;;1007;142;B;2;U091;;;;;27
4503000000;;;1007;142;B;3;;;;;;07
4503000000;;;1011;117;B;1;C990;;;;;27
4503000000;;;1011;117;B;2;;;;;;07
4503000000;;;2012;142;B;1;Y021;;;;;27
4503000000;;;2012;142;B;2;;;;;;07
4503000000;;;IL;142;Y;1;Y864;;;;;27
4503000000;;;IL;142;Y;3;;;;;;07
4504000000;;;1006;142;B;1;U088;;;;;27
4504000000;;;1006;142;B;2;;;;;;07
4504000000;;;1007;142;B;1;U090;;;;;27
4504000000;;;1007;142;B;2;U091;;;;;27
4504000000;;;1007;142;B;3;;;;;;07
4504000000;;;1011;119;C;1;C119;;;;;27
4504000000;;;1011;119;C;2;;;;;;07
4504000000;;;2012;142;B;1;Y021;;;;;27
4504000000;;;2012;142;B;2;;;;;;07
4504000000;;;IL;142;Y;1;Y864;;;;;27
4504000000;;;IL;142;Y;3;;;;;;07
4504101900;;;1011;117;B;1;C990;;;;;27
4504101900;;;1011;117;B;2;;;;;;07
4504109100;;;1011;117;B;1;C990;;;;;27
4504109100;;;1011;117;B;2;;;;;;07
4504109900;;;1011;117;B;1;C990;;;;;27
4504109900;;;1011;117;B;2;;;;;;07
4504902000;;;1011;117;B;1;C990;;;;;27
4504902000;;;1011;117;B;2;;;;;;07
4504908010;;;1011;105;B;1;N990;;;;;27
4504908010;;;1011;105;B;2;;;;;;08
4504908090;;;1011;117;B;1;C990;;;;;27
4504908090;;;1011;117;B;2;;;;;;07
4600000000;;;1007;142;B;1;U090;;;;;27
4600000000;;;1007;142;B;2;U091;;;;;27
4600000000;;;1007;142;B;3;;;;;;07
4600000000;;;1011;117;B;1;C990;;;;;27
4600000000;;;1011;117;B;2;;;;;;07
4600000000;;;2012;142;B;1;Y021;;;;;27
4600000000;;;2012;142;B;2;;;;;;07
4600000000;;;IL;142;Y;1;Y864;;;;;27
4600000000;;;IL;142;Y;3;;;;;;07
4601210000;;;1006;142;B;1;U088;;;;;27
4601210000;;;1006;142;B;2;;;;;;07
4601220000;;;1006;142;B;1;U088;;;;;27
4601220000;;;1006;142;B;2;;;;;;07
4601290000;;;1006;142;B;1;U088;;;;;27
4601290000;;;1006;142;B;2;;;;;;07
4601921000;;;1006;142;B;1;U088;;;;;27
4601921000;;;1006;142;B;2;;;;;;07
4601929000;;;1006;142;B;1;U088;;;;;27
4601929000;;;1006;142;B;2;;;;;;07
4601931000;;;1006;142;B;1;U088;;;;;27
4601931000;;;1006;142;B;2;;;;;;07
4601939000;;;1006;142;B;1;U088;;;;;27
4601939000;;;1006;142;B;2;;;;;;07
4601941000;;;1006;142;B;1;U088;;;;;27
4601941000;;;1006;142;B;2;;;;;;07
4601949000;;;1006;142;B;1;U088;;;;;27
4601949000;;;1006;142;B;2;;;;;;07
4601990000;;;1006;142;B;1;U088;;;;;27
4601990000;;;1006;142;B;2;;;;;;07
4602000000;;;1006;142;B;1;U088;;;;;27
4602000000;;;1006;142;B;2;;;;;;07
4602110010;;090104;2301;122;C;1;A014;;;;;27
4602110010;;090104;2301;122;C;2;;;;;;07
4602120010;;090104;2301;122;C;1;A014;;;;;27
4602120010;;090104;2301;122;C;2;;;;;;07
4602199010;;090104;2301;122;C;1;A014;;;;;27
4602199010;;090104;2301;122;C;2;;;;;;07
4810130080;;;1011;117;B;1;C990;;;;;27
4810130080;;;1011;117;B;2;;;;;;07
4810140000;;;1011;117;B;1;C990;;;;;27
4810140000;;;1011;117;B;2;;;;;;07
4810190000;;;1011;117;B;1;C990;;;;;27
4810190000;;;1011;117;B;2;;;;;;07
4810220080;;;1011;117;B;1;C990;;;;;27
4810220080;;;1011;117;B;2;;;;;;07
4810293080;;;1011;117;B;1;C990;;;;;27
4810293080;;;1011;117;B;2;;;;;;07
4810298000;;;1011;117;B;1;C990;;;;;27
4810298000;;;1011;117;B;2;;;;;;07
4810310000;;;1011;117;B;1;C990;;;;;27
4810310000;;;1011;117;B;2;;;;;;07
4810320000;;;1011;117;B;1;C990;;;;;27
4810320000;;;1011;117;B;2;;;;;;07
4810920000;;;1011;117;B;1;C990;;;;;27
4810920000;;;1011;117;B;2;;;;;;07
4810991080;;;1011;117;B;1;C990;;;;;27
4810991080;;;1011;117;B;2;;;;;;07
4810998080;;;1011;117;B;1;C990;;;;;27
4810998080;;;1011;117;B;2;;;;;;07
4811000000;;;1011;117;B;1;C990;;;;;27
4811000000;;;1011;117;B;2;;;;;;07
4812000000;;;1011;117;B;1;C990;;;;;27
4812000000;;;1011;117;B;2;;;;;;07
4814000000;;;1011;117;B;1;C990;;;;;27
4814000000;;;1011;117;B;2;;;;;;07
4816900000;;;1011;117;B;1;C990;;;;;27
4816900000;;;1011;117;B;2;;;;;;07
4818909000;;;1011;117;B;1;C990;;;;;27
4818909000;;;1011;117;B;2;;;;;;07
4819000000;;;1011;117;B;1;C990;;;;;27
4819000000;;;1011;117;B;2;;;;;;07
4901000000;;;1011;117;B;1;C990;;;;;27
4901000000;;;1011;117;B;2;;;;;;07
4905000000;;;1011;117;B;1;C990;;;;;27
4905000000;;;1011;117;B;2;;;;;;07
4906000000;;;1011;117;B;1;C990;;;;;27
4906000000;;;1011;117;B;2;;;;;;07
4908000000;;;1011;117;B;1;C990;;;;;27
4908000000;;;1011;117;B;2;;;;;;07
4911100000;;;1011;117;B;1;C990;;;;;27
4911100000;;;1011;117;B;2;;;;;;07
4911990000;;;1011;117;B;1;C990;;;;;27
4911990000;;;1011;117;B;2;;;;;;07
5000000000;;;1007;142;B;1;U090;;;;;27
5000000000;;;1007;142;B;2;U091;;;;;27
5000000000;;;1007;142;B;3;;;;;;07
5000000000;;;2012;142;B;1;Y021;;;;;27
5000000000;;;2012;142;B;2;;;;;;07
5000000000;;;IL;142;Y;1;Y864;;;;;27
5000000000;;;IL;142;Y;3;;;;;;07
5004000000;;092501;1011;122;B;1;Y043;;;;;27
5004000000;;092501;1011;122;B;2;;;;;;07
5004000000;;;1006;142;B;1;U088;;;;;27
5004000000;;;1006;142;B;2;;;;;;07
5005000000;;092501;1011;122;B;1;Y043;;;;;27
5005000000;;092501;1011;122;B;2;;;;;;07
5005000000;;;1006;142;B;1;U088;;;;;27
5005000000;;;1006;142;B;2;;;;;;07
5006000000;;092501;1011;122;B;1;Y043;;;;;27
5006000000;;092501;1011;122;B;2;;;;;;07
5006000000;;;1006;142;B;1;U088;;;;;27
5006000000;;;1006;142;B;2;;;;;;07
5007000000;;092501;1011;122;B;1;Y043;;;;;27
5007000000;;092501;1011;122;B;2;;;;;;07
5007000000;;;1006;142;B;1;U088;;;;;27
5007000000;;;1006;142;B;2;;;;;;07
5007000000;;;1011;117;B;1;C990;;;;;27
5007000000;;;1011;117;B;2;;;;;;07
5007100010;;090101;2300;122;B;1;A015;;;;;27
5007100010;;090101;2300;122;B;2;;;;;;07
5007100010;;090101;2300;122;Y;1;Y006;;;;;27
5007100010;;090101;2300;122;Y;2;Y007;;;;;27
5007100010;;090101;2300;122;Y;3;;;;;;07
5007201110;;090101;2300;122;B;1;A015;;;;;27
5007201110;;090101;2300;122;B;2;;;;;;07
5007201110;;090101;2300;122;Y;1;Y006;;;;;27
5007201110;;090101;2300;122;Y;2;Y007;;;;;27
5007201110;;090101;2300;122;Y;3;;;;;;07
5007201910;;090101;2300;122;B;1;A015;;;;;27
5007201910;;090101;2300;122;B;2;;;;;;07
5007201910;;090101;2300;122;Y;1;Y006;;;;;27
5007201910;;090101;2300;122;Y;2;Y007;;;;;27
5007201910;;090101;2300;122;Y;3;;;;;;07
5007202110;;090101;2300;122;B;1;A015;;;;;27
5007202110;;090101;2300;122;B;2;;;;;;07
5007202110;;090101;2300;122;Y;1;Y006;;;;;27
5007202110;;090101;2300;122;Y;2;Y007;;;;;27
5007202110;;090101;2300;122;Y;3;;;;;;07
5007203120;;090101;2300;122;B;1;A015;;;;;27
5007203120;;090101;2300;122;B;2;;;;;;07
5007203120;;090101;2300;122;Y;1;Y006;;;;;27
5007203120;;090101;2300;122;Y;2;Y007;;;;;27
5007203120;;090101;2300;122;Y;3;;;;;;07
5007203920;;090101;2300;122;B;1;A015;;;;;27
5007203920;;090101;2300;122;B;2;;;;;;07
5007203920;;090101;2300;122;Y;1;Y006;;;;;27
5007203920;;090101;2300;122;Y;2;Y007;;;;;27
5007203920;;090101;2300;122;Y;3;;;;;;07
5007204110;;090101;2300;122;B;1;A015;;;;;27
5007204110;;090101;2300;122;B;2;;;;;;07
5007204110;;090101;2300;122;Y;1;Y006;;;;;27
5007204110;;090101;2300;122;Y;2;Y007;;;;;27
5007204110;;090101;2300;122;Y;3;;;;;;07
5007205110;;090101;2300;122;B;1;A015;;;;;27
5007205110;;090101;2300;122;B;2;;;;;;07
5007205110;;090101;2300;122;Y;1;Y006;;;;;27
5007205110;;090101;2300;122;Y;2;Y007;;;;;27
5007205110;;090101;2300;122;Y;3;;;;;;07
5007205910;;090101;2300;122;B;1;A015;;;;;27
5007205910;;090101;2300;122;B;2;;;;;;07
5007205910;;090101;2300;122;Y;1;Y006;;;;;27
5007205910;;090101;2300;122;Y;2;Y007;;;;;27
5007205910;;090101;2300;122;Y;3;;;;;;07
5007206010;;090101;2300;122;B;1;A015;;;;;27
5007206010;;090101;2300;122;B;2;;;;;;07
5007206010;;090101;2300;122;Y;1;Y006;;;;;27
5007206010;;090101;2300;122;Y;2;Y007;;;;;27
5007206010;;090101;2300;122;Y;3;;;;;;07
5007207110;;090101;2300;122;B;1;A015;;;;;27
5007207110;;090101;2300;122;B;2;;;;;;07
5007207110;;090101;2300;122;Y;1;Y006;;;;;27
5007207110;;090101;2300;122;Y;2;Y007;;;;;27
5007207110;;090101;2300;122;Y;3;;;;;;07
5007901010;;090101;2300;122;B;1;A015;;;;;27
5007901010;;090101;2300;122;B;2;;;;;;07
5007901010;;090101;2300;122;Y;1;Y006;;;;;27
5007901010;;090101;2300;122;Y;2;Y007;;;;;27
5007901010;;090101;2300;122;Y;3;;;;;;07
5007903010;;090101;2300;122;B;1;A015;;;;;27
5007903010;;090101;2300;122;B;2;;;;;;07
5007903010;;090101;2300;122;Y;1;Y006;;;;;27
5007903010;;090101;2300;122;Y;2;Y007;;;;;27
5007903010;;090101;2300;122;Y;3;;;;;;07
5007905010;;090101;2300;122;B;1;A015;;;;;27
5007905010;;090101;2300;122;B;2;;;;;;07
5007905010;;090101;2300;122;Y;1;Y006;;;;;27
5007905010;;090101;2300;122;Y;2;Y007;;;;;27
5007905010;;090101;2300;122;Y;3;;;;;;07
5007909010;;090101;2300;122;B;1;A015;;;;;27
5007909010;;090101;2300;122;B;2;;;;;;07
5007909010;;090101;2300;122;Y;1;Y006;;;;;27
5007909010;;090101;2300;122;Y;2;Y007;;;;;27
5007909010;;090101;2300;122;Y;3;;;;;;07
5100000000;;;1007;142;B;1;U090;;;;;27
5100000000;;;1007;142;B;2;U091;;;;;27
5100000000;;;1007;142;B;3;;;;;;07
5100000000;;;2012;142;B;1;Y021;;;;;27
5100000000;;;2012;142;B;2;;;;;;07
5100000000;;;IL;142;Y;1;Y864;;;;;27
5100000000;;;IL;142;Y;3;;;;;;07
5105000000;;;1006;142;B;1;U088;;;;;27
5105000000;;;1006;142;B;2;;;;;;07
5106000000;;092501;1011;122;B;1;Y043;;;;;27
5106000000;;092501;1011;122;B;2;;;;;;07
5106000000;;;1006;142;B;1;U088;;;;;27
5106000000;;;1006;142;B;2;;;;;;07
5107000000;;092501;1011;122;B;1;Y043;;;;;27
5107000000;;092501;1011;122;B;2;;;;;;07
5107000000;;;1006;142;B;1;U088;;;;;27
5107000000;;;1006;142;B;2;;;;;;07
5107200000;;098312;CA;143;B;1;U062;;;;;27
5107200000;;098312;CA;143;B;2;;;;;;07
5108000000;;092501;1011;122;B;1;Y043;;;;;27
5108000000;;092501;1011;122;B;2;;;;;;07
5108000000;;;1006;142;B;1;U088;;;;;27
5108000000;;;1006;142;B;2;;;;;;07
5109000000;;092501;1011;122;B;1;Y043;;;;;27
5109000000;;092501;1011;122;B;2;;;;;;07
5109000000;;;1006;142;B;1;U088;;;;;27
5109000000;;;1006;142;B;2;;;;;;07
5110000000;;092501;1011;122;B;1;Y043;;;;;27
5110000000;;092501;1011;122;B;2;;;;;;07
5110000000;;;1006;142;B;1;U088;;;;;27
5110000000;;;1006;142;B;2;;;;;;07
5111000000;;092501;1011;122;B;1;Y043;;;;;27
5111000000;;092501;1011;122;B;2;;;;;;07
5111000000;;;1006;142;B;1;U088;;;;;27
5111000000;;;1006;142;B;2;;;;;;07
5111000000;;;1011;117;B;1;C990;;;;;27
5111000000;;;1011;117;B;2;;;;;;07
5112000000;;092501;1011;122;B;1;Y043;;;;;27
5112000000;;092501;1011;122;B;2;;;;;;07
5112000000;;;1006;142;B;1;U088;;;;;27
5112000000;;;1006;142;B;2;;;;;;07
5112000000;;;1011;117;B;1;C990;;;;;27
5112000000;;;1011;117;B;2;;;;;;07
5113000000;;092501;1011;122;B;1;Y043;;;;;27
5113000000;;092501;1011;122;B;2;;;;;;07
5113000000;;;1006;142;B;1;U088;;;;;27
5113000000;;;1006;142;B;2;;;;;;07
5113000000;;;1011;117;B;1;C990;;;;;27
5113000000;;;1011;117;B;2;;;;;;07
5200000000;;;1007;142;B;1;U090;;;;;27
5200000000;;;1007;142;B;2;U091;;;;;27
5200000000;;;1007;142;B;3;;;;;;07
5200000000;;;2012;142;B;1;Y021;;;;;27
5200000000;;;2012;142;B;2;;;;;;07
5200000000;;;IL;142;Y;1;Y864;;;;;27
5200000000;;;IL;142;Y;3;;;;;;07
5204000000;;092453;KR;143;Q;1;U059;;;;;27
5204000000;;092453;KR;143;Q;2;;;;;;07
5204000000;;092501;1011;122;B;1;Y043;;;;;27
5204000000;;092501;1011;122;B;2;;;;;;07
5204000000;;;1006;142;B;1;U088;;;;;27
5204000000;;;1006;142;B;2;;;;;;07
5204000000;;;1011;117;B;1;C990;;;;;27
5204000000;;;1011;117;B;2;;;;;;07
5204000000;;;1011;119;C;1;C119;;;;;27
5204000000;;;1011;119;C;2;;;;;;07
5205000000;;092454;KR;143;Q;1;U059;;;;;27
5205000000;;092454;KR;143;Q;2;;;;;;07
5205000000;;092501;1011;122;B;1;Y043;;;;;27
5205000000;;092501;1011;122;B;2;;;;;;07
5205000000;;;1006;142;B;1;U088;;;;;27
5205000000;;;1006;142;B;2;;;;;;07
5205000000;;;1011;119;C;1;C119;;;;;27
5205000000;;;1011;119;C;2;;;;;;07
5205120000;;098313;CA;143;B;1;U062;;;;;27
5205120000;;098313;CA;143;B;2;;;;;;07
5206000000;;092455;KR;143;Q;1;U059;;;;;27
5206000000;;092455;KR;143;Q;2;;;;;;07
